Fuel cell
 Voltage controlled: 1.15 V
 Scan rate: 0.50 s
 23.10.2024 14:45:06
 
 Time [s]	Voltage [V]	Current [A]	Power [W]
100.767000	1.139531	0.425835	0.485252
101.267000	1.137812	0.425835	0.484520
101.767000	1.135664	0.427678	0.485699
102.267000	1.131367	0.425835	0.481776
102.767000	1.129219	0.425835	0.480861
103.267000	1.124492	0.423991	0.476774
103.767000	1.124492	0.422148	0.474702
104.267000	1.127930	0.420305	0.474075
104.767000	1.136094	0.420305	0.477506
105.267000	1.148555	0.418461	0.480625
105.767000	1.152852	0.422148	0.486674
106.267000	1.158008	0.423991	0.490985
106.767000	1.142539	0.429522	0.490746
107.267000	1.133945	0.429522	0.487054
107.767000	1.129219	0.429522	0.485024
108.267000	1.129648	0.427678	0.483126
108.767000	1.133516	0.425835	0.482691
109.267000	1.129219	0.425835	0.480861
109.767000	1.127070	0.425835	0.479946
110.267000	1.124492	0.422148	0.474702
110.767000	1.130508	0.420305	0.475158
111.267000	1.133516	0.420305	0.476422
111.767000	1.135234	0.420305	0.477145
112.267000	1.135664	0.420305	0.477325
112.767000	1.136094	0.418461	0.475411
113.267000	1.135234	0.420305	0.477145
113.767000	1.134805	0.418461	0.474872
114.267000	1.130078	0.418461	0.472894
114.767000	1.129648	0.416618	0.470632
115.267000	1.130508	0.416618	0.470990
115.767000	1.133086	0.414774	0.469975
116.267000	1.131797	0.414774	0.469440
116.767000	1.132227	0.412931	0.467532
117.267000	1.133086	0.412931	0.467886
117.767000	1.131367	0.411087	0.465090
118.267000	1.133945	0.411087	0.466150
118.767000	1.134805	0.411087	0.466504
119.267000	1.136094	0.411087	0.467033
119.767000	1.139961	0.411087	0.468623
120.267000	1.146406	0.412931	0.473387
