Fuel cell
 Voltage controlled: 3.10 V
 Scan rate: 0.50 s
 23.10.2024 15:05:48
 
 Time [s]	Voltage [V]	Current [A]	Power [W]
34.609000	3.086875	0.012904	0.039833
35.109000	3.085586	0.012904	0.039816
35.609000	3.083867	0.012904	0.039794
36.109000	3.083008	0.012904	0.039783
36.609000	3.088594	0.011061	0.034163
37.109000	3.083867	0.012904	0.039794
37.609000	3.085156	0.012904	0.039811
38.109000	3.088164	0.011061	0.034158
38.609000	3.088594	0.011061	0.034163
39.109000	3.085156	0.012904	0.039811
39.609000	3.086016	0.012904	0.039822
40.109000	3.086445	0.012904	0.039827
40.609000	3.088164	0.011061	0.034158
41.109000	3.089453	0.012904	0.039866
41.609000	3.085586	0.012904	0.039816
42.109000	3.087734	0.012904	0.039844
42.609000	3.086445	0.012904	0.039827
43.109000	3.087305	0.012904	0.039839
43.609000	3.086016	0.011061	0.034134
44.109000	3.086875	0.012904	0.039833
44.609000	3.083438	0.012904	0.039789
45.109000	3.087305	0.012904	0.039839
45.609000	3.088164	0.012904	0.039850
46.109000	3.083867	0.012904	0.039794
46.609000	3.086445	0.012904	0.039827
47.109000	3.088594	0.012904	0.039855
47.609000	3.083008	0.012904	0.039783
48.109000	3.084297	0.012904	0.039800
48.609000	3.085156	0.014748	0.045500
49.109000	3.084297	0.012904	0.039800
49.609000	3.083008	0.012904	0.039783
50.109000	3.089023	0.012904	0.039861
50.609000	3.084727	0.012904	0.039805
51.109000	3.084727	0.012904	0.039805
51.609000	3.087734	0.012904	0.039844
52.109000	3.083867	0.012904	0.039794
52.609000	3.086016	0.012904	0.039822
53.109000	3.088594	0.012904	0.039855
53.609000	3.084297	0.014748	0.045487
54.109000	3.089453	0.012904	0.039866
54.609000	3.088164	0.012904	0.039850
55.109000	3.083867	0.012904	0.039794
55.609000	3.089883	0.012904	0.039872
56.109000	3.089453	0.012904	0.039866
56.609000	3.086016	0.012904	0.039822
57.109000	3.084297	0.012904	0.039800
57.609000	3.088164	0.012904	0.039850
58.109000	3.087734	0.012904	0.039844
58.609000	3.088594	0.012904	0.039855
59.109000	3.082578	0.012904	0.039778
59.609000	3.085156	0.014748	0.045500
60.109000	3.086875	0.012904	0.039833
60.609000	3.084727	0.012904	0.039805
61.109000	3.088164	0.012904	0.039850
61.609000	3.087305	0.012904	0.039839
62.109000	3.084727	0.012904	0.039805
62.609000	3.083008	0.012904	0.039783
63.109000	3.085586	0.012904	0.039816
63.609000	3.085586	0.012904	0.039816
64.109000	3.088164	0.012904	0.039850
64.609000	3.086875	0.012904	0.039833
65.109000	3.083867	0.012904	0.039794
65.609000	3.086016	0.012904	0.039822
66.109000	3.088594	0.012904	0.039855
66.609000	3.087305	0.012904	0.039839
67.109000	3.089453	0.012904	0.039866
67.609000	3.088164	0.012904	0.039850
68.109000	3.086445	0.012904	0.039827
68.609000	3.083438	0.012904	0.039789
69.109000	3.088594	0.012904	0.039855
69.609000	3.087305	0.012904	0.039839
70.109000	3.086445	0.012904	0.039827
70.609000	3.088164	0.012904	0.039850
71.109000	3.083008	0.012904	0.039783
71.609000	3.085156	0.012904	0.039811
72.109000	3.086875	0.012904	0.039833
72.609000	3.084727	0.012904	0.039805
73.109000	3.086016	0.012904	0.039822
73.609000	3.084727	0.012904	0.039805
74.109000	3.084727	0.012904	0.039805
74.609000	3.087734	0.012904	0.039844
75.109000	3.089453	0.011061	0.034172
75.609000	3.083438	0.012904	0.039789
76.109000	3.086016	0.012904	0.039822
76.609000	3.083867	0.012904	0.039794
77.109000	3.084727	0.012904	0.039805
77.609000	3.086875	0.011061	0.034144
78.109000	3.088164	0.011061	0.034158
78.609000	3.083438	0.012904	0.039789
79.109000	3.087305	0.011061	0.034149
79.609000	3.087305	0.011061	0.034149
80.109000	3.089453	0.011061	0.034172
80.609000	3.083008	0.012904	0.039783
81.109000	3.086016	0.012904	0.039822
81.609000	3.087734	0.012904	0.039844
82.109000	3.088594	0.012904	0.039855
82.609000	3.085586	0.012904	0.039816
83.109000	3.086445	0.012904	0.039827
83.609000	3.086445	0.012904	0.039827
84.109000	3.086445	0.012904	0.039827
84.609000	3.086445	0.012904	0.039827
85.109000	3.087305	0.012904	0.039839
85.609000	3.088164	0.012904	0.039850
86.109000	3.087734	0.012904	0.039844
86.609000	3.082578	0.014748	0.045462
87.109000	3.083867	0.012904	0.039794
87.609000	3.088594	0.012904	0.039855
88.109000	3.087734	0.012904	0.039844
88.609000	3.085586	0.012904	0.039816
89.109000	3.083008	0.012904	0.039783
89.609000	3.086875	0.012904	0.039833
90.109000	3.088164	0.012904	0.039850
90.609000	3.082578	0.012904	0.039778
91.109000	3.082578	0.012904	0.039778
91.609000	3.087305	0.012904	0.039839
92.109000	3.086445	0.012904	0.039827
92.609000	3.086875	0.012904	0.039833
93.109000	3.086875	0.012904	0.039833
93.609000	3.087734	0.012904	0.039844
94.109000	3.088594	0.012904	0.039855
94.609000	3.086016	0.012904	0.039822
95.109000	3.089023	0.012904	0.039861
95.609000	3.089453	0.012904	0.039866
96.109000	3.086016	0.012904	0.039822
96.609000	3.081719	0.012904	0.039767
97.109000	3.086875	0.012904	0.039833
97.609000	3.085586	0.012904	0.039816
98.109000	3.084297	0.011061	0.034115
98.609000	3.083008	0.012904	0.039783
99.109000	3.085586	0.012904	0.039816
99.609000	3.085586	0.011061	0.034130
100.109000	3.089883	0.011061	0.034177
100.609000	3.087305	0.012904	0.039839
101.109000	3.086016	0.012904	0.039822
101.609000	3.083867	0.011061	0.034111
102.109000	3.084727	0.012904	0.039805
102.609000	3.084727	0.012904	0.039805
103.109000	3.089453	0.011061	0.034172
103.609000	3.087734	0.012904	0.039844
104.109000	3.083438	0.012904	0.039789
104.609000	3.084297	0.012904	0.039800
105.109000	3.084727	0.012904	0.039805
105.609000	3.085156	0.011061	0.034125
106.109000	3.085156	0.012904	0.039811
106.609000	3.089023	0.011061	0.034168
107.109000	3.087734	0.011061	0.034153
107.609000	3.083867	0.012904	0.039794
108.109000	3.088594	0.011061	0.034163
108.609000	3.087305	0.011061	0.034149
109.109000	3.088164	0.011061	0.034158
109.609000	3.087734	0.011061	0.034153
110.109000	3.088164	0.011061	0.034158
110.609000	3.088594	0.011061	0.034163
111.109000	3.087734	0.011061	0.034153
111.609000	3.089453	0.011061	0.034172
112.109000	3.088164	0.011061	0.034158
112.609000	3.089883	0.011061	0.034177
113.109000	3.086445	0.012904	0.039827
113.609000	3.084727	0.012904	0.039805
114.109000	3.085156	0.012904	0.039811
114.609000	3.085586	0.012904	0.039816
115.109000	3.083867	0.012904	0.039794
115.609000	3.084727	0.012904	0.039805
116.109000	3.083438	0.012904	0.039789
116.609000	3.084727	0.012904	0.039805
117.109000	3.086445	0.012904	0.039827
117.609000	3.088594	0.011061	0.034163
118.109000	3.086875	0.012904	0.039833
118.609000	3.084727	0.012904	0.039805
119.109000	3.086445	0.012904	0.039827
119.609000	3.089023	0.011061	0.034168
120.109000	3.083867	0.011061	0.034111
