Fuel cell
 Voltage controlled: 2.50 V
 Scan rate: 0.50 s
 23.10.2024 15:12:22
 
 Time [s]	Voltage [V]	Current [A]	Power [W]
32.350000	2.484023	0.116137	0.288487
32.850000	2.487031	0.112450	0.279667
33.350000	2.485313	0.112450	0.279473
33.850000	2.484023	0.112450	0.279328
34.350000	2.482305	0.112450	0.279135
34.850000	2.485313	0.112450	0.279473
35.350000	2.483594	0.112450	0.279280
35.851000	2.481875	0.114293	0.283661
36.350000	2.484883	0.112450	0.279425
36.850000	2.483594	0.110607	0.274703
37.350000	2.482734	0.112450	0.279183
37.850000	2.486172	0.110607	0.274988
38.350000	2.487461	0.110607	0.275131
38.850000	2.484453	0.110607	0.274798
39.350000	2.486172	0.112450	0.279570
39.850000	2.487891	0.112450	0.279763
40.350000	2.488320	0.112450	0.279812
40.850000	2.487891	0.112450	0.279763
41.350000	2.488320	0.110607	0.275226
41.850000	2.488750	0.112450	0.279860
42.350000	2.484883	0.112450	0.279425
42.850000	2.486601	0.112450	0.279618
43.350000	2.484883	0.112450	0.279425
43.850000	2.487461	0.112450	0.279715
44.350000	2.487031	0.112450	0.279667
44.850000	2.495195	0.112450	0.280585
45.350000	2.496055	0.114293	0.285282
45.850000	2.491758	0.114293	0.284790
46.350000	2.487461	0.116137	0.288886
46.850000	2.486601	0.116137	0.288786
47.350000	2.484883	0.116137	0.288587
47.850000	2.487031	0.114293	0.284250
48.350000	2.485742	0.114293	0.284103
48.850000	2.485313	0.114293	0.284054
49.350000	2.483164	0.114293	0.283808
49.850000	2.485742	0.114293	0.284103
50.350000	2.485742	0.112450	0.279522
50.850000	2.485742	0.112450	0.279522
51.350000	2.484453	0.112450	0.279377
51.850000	2.484023	0.114293	0.283906
52.350000	2.487461	0.112450	0.279715
52.850000	2.486172	0.112450	0.279570
53.350000	2.484453	0.112450	0.279377
53.850000	2.483164	0.112450	0.279232
54.350000	2.486601	0.112450	0.279618
54.850000	2.485313	0.112450	0.279473
55.350000	2.483594	0.112450	0.279280
55.850000	2.481875	0.110607	0.274513
56.350000	2.484883	0.110607	0.274845
56.850000	2.484023	0.110607	0.274750
57.350000	2.487031	0.108763	0.270497
57.850000	2.483594	0.110607	0.274703
58.350000	2.487461	0.108763	0.270544
58.850000	2.482734	0.110607	0.274608
59.350000	2.487031	0.108763	0.270497
59.850000	2.486601	0.108763	0.270450
60.350000	2.486172	0.108763	0.270404
60.850000	2.485313	0.110607	0.274893
61.350000	2.484023	0.108763	0.270170
61.850000	2.484023	0.108763	0.270170
62.350000	2.488320	0.106920	0.266051
62.850000	2.484883	0.108763	0.270263
63.350000	2.486172	0.108763	0.270404
63.850000	2.485742	0.108763	0.270357
64.350000	2.484883	0.110607	0.274845
64.850000	2.487891	0.106920	0.266005
65.350000	2.484023	0.108763	0.270170
65.850000	2.487031	0.108763	0.270497
66.350000	2.487031	0.106920	0.265913
66.850000	2.485742	0.108763	0.270357
67.350000	2.486601	0.108763	0.270450
67.850000	2.486601	0.106920	0.265867
68.350000	2.486172	0.108763	0.270404
68.850000	2.486172	0.108763	0.270404
69.350000	2.486172	0.106920	0.265822
69.850000	2.485742	0.108763	0.270357
70.350000	2.486172	0.108763	0.270404
70.850000	2.486172	0.108763	0.270404
71.350000	2.484883	0.106920	0.265684
71.850000	2.485742	0.108763	0.270357
72.350000	2.484453	0.106920	0.265638
72.850000	2.488750	0.106920	0.266097
73.350000	2.487891	0.106920	0.266005
73.850000	2.487461	0.106920	0.265959
74.350000	2.484453	0.106920	0.265638
74.850000	2.487891	0.106920	0.266005
75.350000	2.488320	0.106920	0.266051
75.850000	2.488320	0.106920	0.266051
76.350000	2.487031	0.106920	0.265913
76.850000	2.487031	0.106920	0.265913
77.350000	2.482734	0.108763	0.270030
77.850000	2.487031	0.108763	0.270497
78.350000	2.485742	0.106920	0.265776
78.850000	2.486172	0.108763	0.270404
79.350000	2.485742	0.106920	0.265776
79.850000	2.485313	0.106920	0.265730
80.350000	2.485313	0.106920	0.265730
80.850000	2.484883	0.106920	0.265684
81.350000	2.484883	0.108763	0.270263
81.850000	2.485742	0.106920	0.265776
82.350000	2.484883	0.108763	0.270263
82.851000	2.484883	0.106920	0.265684
83.350000	2.484453	0.106920	0.265638
83.850000	2.484453	0.108763	0.270217
84.350000	2.485313	0.106920	0.265730
84.850000	2.489180	0.106920	0.266143
85.350000	2.485742	0.106920	0.265776
85.850000	2.487461	0.108763	0.270544
86.350000	2.488750	0.106920	0.266097
86.850000	2.488750	0.108763	0.270684
87.350000	2.487891	0.106920	0.266005
87.850000	2.485742	0.106920	0.265776
88.350000	2.488750	0.108763	0.270684
88.850000	2.485742	0.106920	0.265776
89.350000	2.484883	0.108763	0.270263
89.850000	2.484883	0.108763	0.270263
90.350000	2.488320	0.106920	0.266051
90.850000	2.487891	0.108763	0.270590
91.350000	2.483594	0.108763	0.270123
91.850000	2.486172	0.108763	0.270404
92.350000	2.486172	0.108763	0.270404
92.850000	2.485742	0.106920	0.265776
93.350000	2.485742	0.106920	0.265776
93.850000	2.485742	0.108763	0.270357
94.350000	2.486172	0.106920	0.265822
94.850000	2.487031	0.108763	0.270497
95.350000	2.487461	0.108763	0.270544
95.850000	2.483594	0.108763	0.270123
96.350000	2.484023	0.108763	0.270170
96.850000	2.483594	0.106920	0.265546
97.350000	2.483164	0.106920	0.265500
97.850000	2.487461	0.105076	0.261372
98.350000	2.486601	0.106920	0.265867
98.850000	2.486172	0.108763	0.270404
99.350000	2.485742	0.106920	0.265776
99.850000	2.485742	0.108763	0.270357
100.350000	2.484883	0.106920	0.265684
100.850000	2.484883	0.108763	0.270263
101.350000	2.484883	0.106920	0.265684
101.850000	2.488320	0.105076	0.261463
102.350000	2.488320	0.105076	0.261463
102.850000	2.484023	0.106920	0.265592
103.350000	2.488320	0.105076	0.261463
103.850000	2.487461	0.105076	0.261372
104.350000	2.484453	0.108763	0.270217
104.850000	2.484023	0.108763	0.270170
105.350000	2.487891	0.105076	0.261418
105.850000	2.484883	0.108763	0.270263
106.350000	2.485313	0.106920	0.265730
106.850000	2.484883	0.106920	0.265684
107.350000	2.488320	0.106920	0.266051
107.850000	2.485313	0.105076	0.261147
108.350000	2.487461	0.108763	0.270544
108.850000	2.488320	0.106920	0.266051
109.350000	2.486601	0.108763	0.270450
109.850000	2.487891	0.108763	0.270590
110.350000	2.487031	0.106920	0.265913
110.850000	2.486601	0.106920	0.265867
111.350000	2.485313	0.106920	0.265730
111.850000	2.484023	0.108763	0.270170
112.350000	2.484023	0.106920	0.265592
112.850000	2.486172	0.106920	0.265822
113.350000	2.486601	0.106920	0.265867
113.850000	2.486172	0.106920	0.265822
114.350000	2.485742	0.108763	0.270357
114.850000	2.485313	0.108763	0.270310
115.350000	2.484883	0.106920	0.265684
115.850000	2.484883	0.106920	0.265684
116.350000	2.484453	0.108763	0.270217
116.850000	2.488750	0.105076	0.261508
117.350000	2.486172	0.108763	0.270404
117.850000	2.486601	0.108763	0.270450
118.350000	2.487461	0.108763	0.270544
118.850000	2.488750	0.106920	0.266097
119.350000	2.486172	0.106920	0.265822
119.850000	2.486172	0.106920	0.265822
120.350000	2.487031	0.108763	0.270497
