Fuel cell
 Voltage controlled: 2.12 V
 Scan rate: 0.50 s
 23.10.2024 14:54:22
 
 Time [s]	Voltage [V]	Current [A]	Power [W]
34.582000	2.111055	0.235960	0.498125
35.082000	2.112344	0.234117	0.494536
35.582000	2.110625	0.237804	0.501915
36.082000	2.113203	0.235960	0.498631
36.582000	2.112344	0.235960	0.498429
37.082000	2.111484	0.237804	0.502119
37.582000	2.109336	0.235960	0.497719
38.082000	2.110195	0.235960	0.497922
38.582000	2.108906	0.234117	0.493731
39.082000	2.107188	0.235960	0.497212
39.582000	2.110195	0.232274	0.490143
40.082000	2.108906	0.234117	0.493731
40.582000	2.107617	0.232274	0.489545
41.082000	2.110625	0.232274	0.490243
41.582000	2.110625	0.232274	0.490243
42.082000	2.111484	0.232274	0.490443
42.582000	2.111484	0.234117	0.494334
43.082000	2.116641	0.234117	0.495542
43.582000	2.118359	0.235960	0.499848
44.082000	2.118789	0.235960	0.499949
44.582000	2.120078	0.237804	0.504163
45.082000	2.120937	0.237804	0.504367
45.582000	2.117500	0.237804	0.503550
46.082000	2.116641	0.239647	0.507247
46.582000	2.117500	0.239647	0.507453
47.082000	2.114922	0.241491	0.510735
47.582000	2.111055	0.243334	0.513691
48.082000	2.110195	0.243334	0.513482
48.582000	2.111055	0.239647	0.505908
49.082000	2.110195	0.241491	0.509593
49.582000	2.108476	0.243334	0.513064
50.082000	2.108906	0.239647	0.505393
50.582000	2.106328	0.239647	0.504775
51.082000	2.108047	0.237804	0.501302
51.582000	2.105469	0.237804	0.500689
52.082000	2.107188	0.237804	0.501098
52.582000	2.108476	0.237804	0.501404
53.082000	2.108047	0.237804	0.501302
53.582000	2.109766	0.237804	0.501711
54.082000	2.108906	0.237804	0.501506
54.582000	2.108906	0.235960	0.497617
55.082000	2.111055	0.235960	0.498125
55.582000	2.110195	0.235960	0.497922
56.082000	2.107617	0.235960	0.497313
56.582000	2.109336	0.234117	0.493831
57.082000	2.108476	0.235960	0.497516
57.582000	2.108047	0.234117	0.493530
58.082000	2.110625	0.234117	0.494133
58.582000	2.110625	0.230430	0.486351
59.082000	2.110625	0.232274	0.490243
59.582000	2.110625	0.234117	0.494133
60.082000	2.109766	0.232274	0.490044
60.582000	2.108906	0.232274	0.489844
61.082000	2.111055	0.232274	0.490343
61.582000	2.108906	0.232274	0.489844
62.082000	2.108047	0.230430	0.485757
62.582000	2.110195	0.230430	0.486252
63.082000	2.108476	0.230430	0.485856
63.582000	2.107617	0.230430	0.485658
64.082000	2.110195	0.228587	0.482363
64.582000	2.110195	0.230430	0.486252
65.082000	2.111914	0.228587	0.482756
65.582000	2.114922	0.228587	0.483444
66.082000	2.117500	0.230430	0.487936
66.582000	2.123945	0.230430	0.489421
67.082000	2.126953	0.234117	0.497956
67.582000	2.129102	0.237804	0.506309
68.082000	2.128242	0.239647	0.510027
68.582000	2.127812	0.243334	0.517769
69.082000	2.127812	0.245178	0.521693
69.582000	2.122656	0.248865	0.528255
70.082000	2.120937	0.252551	0.535645
70.582000	2.117070	0.254395	0.538572
71.082000	2.111055	0.254395	0.537042
71.582000	2.108906	0.252551	0.532606
72.082000	2.102891	0.254395	0.534965
72.582000	2.101172	0.252551	0.530653
73.082000	2.102891	0.248865	0.523336
73.582000	2.100742	0.247021	0.518927
74.082000	2.102891	0.245178	0.515583
74.582000	2.102461	0.245178	0.515477
75.082000	2.104179	0.241491	0.508140
75.582000	2.104609	0.239647	0.504363
76.082000	2.105039	0.239647	0.504466
76.582000	2.107188	0.239647	0.504981
77.082000	2.107188	0.237804	0.501098
77.582000	2.108476	0.237804	0.501404
78.082000	2.106328	0.237804	0.500893
78.582000	2.106758	0.235960	0.497111
79.082000	2.108476	0.235960	0.497516
79.582000	2.105898	0.235960	0.496908
80.082000	2.108476	0.235960	0.497516
80.582000	2.106758	0.234117	0.493228
81.082000	2.108047	0.232274	0.489645
81.582000	2.107188	0.232274	0.489445
82.082000	2.108906	0.230430	0.485955
82.582000	2.108047	0.230430	0.485757
83.082000	2.111914	0.230430	0.486648
83.582000	2.111484	0.230430	0.486549
84.082000	2.116211	0.230430	0.487639
84.582000	2.118789	0.232274	0.492140
85.082000	2.120508	0.234117	0.496447
85.582000	2.122656	0.239647	0.508688
86.082000	2.125664	0.237804	0.505491
86.582000	2.126094	0.239647	0.509512
87.082000	2.123515	0.243334	0.516723
87.582000	2.119648	0.247021	0.523598
88.083000	2.115781	0.245178	0.518743
88.582000	2.114922	0.247021	0.522430
89.082000	2.112344	0.245178	0.517900
89.582000	2.111914	0.247021	0.521687
90.082000	2.112344	0.247021	0.521793
90.582000	2.111484	0.247021	0.521581
91.082000	2.108476	0.245178	0.516952
91.582000	2.109336	0.245178	0.517163
92.082000	2.106758	0.247021	0.520413
92.582000	2.108476	0.245178	0.516952
93.082000	2.107188	0.247021	0.520520
93.582000	2.107188	0.245178	0.516636
94.082000	2.106758	0.243334	0.512646
94.582000	2.105039	0.241491	0.508348
95.082000	2.105469	0.239647	0.504569
95.582000	2.105469	0.239647	0.504569
96.082000	2.109766	0.239647	0.505599
96.582000	2.114922	0.237804	0.502937
97.082000	2.120078	0.239647	0.508070
97.582000	2.120508	0.243334	0.515992
98.082000	2.119648	0.245178	0.519691
98.582000	2.116211	0.245178	0.518848
99.082000	2.111914	0.245178	0.517795
99.582000	2.111055	0.245178	0.517584
100.082000	2.111914	0.243334	0.513900
100.582000	2.109766	0.245178	0.517268
101.082000	2.105898	0.245178	0.516320
101.582000	2.105039	0.243334	0.512228
102.082000	2.104179	0.243334	0.512018
102.582000	2.102891	0.239647	0.503952
103.082000	2.102461	0.239647	0.503848
103.582000	2.104179	0.237804	0.500382
104.082000	2.104179	0.239647	0.504260
104.582000	2.103320	0.237804	0.500178
105.082000	2.104179	0.235960	0.496502
105.582000	2.105039	0.234117	0.492825
106.082000	2.106328	0.234117	0.493127
106.582000	2.108047	0.230430	0.485757
107.082000	2.106328	0.230430	0.485361
107.582000	2.108047	0.230430	0.485757
108.082000	2.109766	0.228587	0.482265
108.582000	2.108476	0.228587	0.481970
109.082000	2.106328	0.228587	0.481479
109.582000	2.107617	0.228587	0.481774
110.082000	2.106328	0.228587	0.481479
110.582000	2.107617	0.226743	0.477887
111.082000	2.109336	0.224900	0.474390
111.582000	2.108476	0.226743	0.478082
112.082000	2.107188	0.224900	0.473907
112.582000	2.109336	0.224900	0.474390
113.082000	2.108047	0.224900	0.474100
113.582000	2.109766	0.224900	0.474486
114.082000	2.109766	0.224900	0.474486
114.582000	2.108476	0.224900	0.474196
115.082000	2.110625	0.224900	0.474680
115.582000	2.110195	0.224900	0.474583
116.082000	2.110195	0.223056	0.470692
116.582000	2.109766	0.224900	0.474486
117.082000	2.109766	0.223056	0.470596
117.582000	2.109336	0.223056	0.470500
118.082000	2.109766	0.223056	0.470596
118.582000	2.112344	0.221213	0.467278
119.082000	2.109766	0.223056	0.470596
119.582000	2.110195	0.224900	0.474583
120.082000	2.110625	0.223056	0.470788
